ORIGIN,Description,N/A(PCT_ONTIME_DEP),Year
AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",83.34,2017
AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",82.53,2017
BDL,"Hartford, CT: Bradley International",84.4,2017
BET,"Bethel, AK: Bethel Airport",90.1,2017
BFL,"Bakersfield, CA: Meadows Field",87.82,2017
BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",81.82,2017
BGR,"Bangor, ME: Bangor International",69.13,2017
BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",83.62,2017
BIL,"Billings, MT: Billings Logan International",91.66,2017
BIS,"Bismarck/Mandan, ND: Bismarck Municipal",86.39,2017
BJI,"Bemidji, MN: Bemidji Regional",89.13,2017
BLI,"Bellingham, WA: Bellingham International",84.25,2017
BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",84.95,2017
BNA,"Nashville, TN: Nashville International",80.65,2017
BOI,"Boise, ID: Boise Air Terminal",86.0,2017
BOS,"Boston, MA: Logan International",77.4,2017
BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional",28.57,2017
BQK,"Brunswick, GA: Brunswick Golden Isles",82.8,2017
BQN,"Aguadilla, PR: Rafael Hernandez",59.94,2017
BRD,"Brainerd, MN: Brainerd Lakes Regional",90.42,2017
BRO,"Brownsville, TX: Brownsville South Padre Island International",90.75,2017
BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",88.57,2017
BTM,"Butte, MT: Bert Mooney",89.93,2017
BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",80.48,2017
BTV,"Burlington, VT: Burlington International",74.77,2017
BUF,"Buffalo, NY: Buffalo Niagara International",81.51,2017
BUR,"Burbank, CA: Bob Hope",79.13,2017
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",79.5,2017
BZN,"Bozeman, MT: Bozeman Yellowstone International",85.71,2017
CAE,"Columbia, SC: Columbia Metropolitan",84.8,2017
CAK,"Akron, OH: Akron-Canton Regional",82.85,2017
CDC,"Cedar City, UT: Cedar City Regional",88.76,2017
CDV,"Cordova, AK: Merle K Mudhole Smith",87.15,2017
CGI,"Cape Girardeau, MO: Cape Girardeau Regional",78.0,2017
CHA,"Chattanooga, TN: Lovell Field",79.47,2017
CHO,"Charlottesville, VA: Charlottesville Albemarle",76.93,2017
CHS,"Charleston, SC: Charleston AFB/International",81.7,2017
CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",83.85,2017
CIU,"Sault Ste. Marie, MI: Chippewa County International",83.88,2017
CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",84.96,2017
CLE,"Cleveland, OH: Cleveland-Hopkins International",82.91,2017
CLL,"College Station/Bryan, TX: Easterwood Field",85.9,2017
CLT,"Charlotte, NC: Charlotte Douglas International",82.71,2017
CMH,"Columbus, OH: John Glenn Columbus International",82.64,2017
CMX,"Hancock/Houghton, MI: Houghton County Memorial",81.73,2017
COD,"Cody, WY: Yellowstone Regional",91.08,2017
COS,"Colorado Springs, CO: City of Colorado Springs Municipal",83.82,2017
COU,"Columbia, MO: Columbia Regional",90.66,2017
CPR,"Casper, WY: Casper/Natrona County International",94.16,2017
CRP,"Corpus Christi, TX: Corpus Christi International",83.92,2017
CRW,"Charleston/Dunbar, WV: Yeager",80.51,2017
CSG,"Columbus, GA: Columbus Airport",80.14,2017
CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",83.91,2017
CWA,"Mosinee, WI: Central Wisconsin",80.5,2017
DAB,"Daytona Beach, FL: Daytona Beach International",84.31,2017
DAL,"Dallas, TX: Dallas Love Field",74.5,2017
DAY,"Dayton, OH: James M Cox/Dayton International",84.37,2017
DCA,"Washington, DC: Ronald Reagan Washington National",82.3,2017
DEN,"Denver, CO: Denver International",81.36,2017
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",80.31,2017
DHN,"Dothan, AL: Dothan Regional",83.03,2017
DLG,"Dillingham, AK: Dillingham Airport",91.67,2017
DLH,"Duluth, MN: Duluth International",84.65,2017
DRO,"Durango, CO: Durango La Plata County",88.39,2017
DSM,"Des Moines, IA: Des Moines International",86.11,2017
DTW,"Detroit, MI: Detroit Metro Wayne County",83.37,2017
DVL,"Devils Lake, ND: Devils Lake Regional",83.84,2017
EAU,"Eau Claire, WI: Chippewa Valley Regional",88.46,2017
ECP,"Panama City, FL: Northwest Florida Beaches International",84.7,2017
EGE,"Eagle, CO: Eagle County Regional",76.77,2017
EKO,"Elko, NV: Elko Regional",91.17,2017
ELM,"Elmira/Corning, NY: Elmira/Corning Regional",82.27,2017
ELP,"El Paso, TX: El Paso International",82.12,2017
ERI,"Erie, PA: Erie International/Tom Ridge Field",85.88,2017
ESC,"Escanaba, MI: Delta County",79.65,2017
EUG,"Eugene, OR: Mahlon Sweet Field",83.1,2017
EVV,"Evansville, IN: Evansville Regional",86.72,2017
EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",84.08,2017
EWR,"Newark, NJ: Newark Liberty International",73.42,2017
EYW,"Key West, FL: Key West International",82.75,2017
FAI,"Fairbanks, AK: Fairbanks International",91.29,2017
FAR,"Fargo, ND: Hector International",88.57,2017
FAT,"Fresno, CA: Fresno Yosemite International",84.63,2017
FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",81.44,2017
FCA,"Kalispell, MT: Glacier Park International",89.06,2017
FLG,"Flagstaff, AZ: Flagstaff Pulliam",91.91,2017
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",74.69,2017
FNT,"Flint, MI: Bishop International",85.79,2017
FSD,"Sioux Falls, SD: Joe Foss Field",85.29,2017
FSM,"Fort Smith, AR: Fort Smith Regional",87.18,2017
FWA,"Fort Wayne, IN: Fort Wayne International",82.63,2017
GCC,"Gillette, WY: Gillette Campbell County",87.92,2017
GCK,"Garden City, KS: Garden City Regional",86.63,2017
GEG,"Spokane, WA: Spokane International",86.08,2017
GFK,"Grand Forks, ND: Grand Forks International",89.62,2017
GGG,"Longview, TX: East Texas Regional",25.0,2017
GJT,"Grand Junction, CO: Grand Junction Regional",93.59,2017
GNV,"Gainesville, FL: Gainesville Regional",80.75,2017
GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",85.48,2017
GRB,"Green Bay, WI: Green Bay Austin Straubel International",85.77,2017
GRI,"Grand Island, NE: Central Nebraska Regional",82.15,2017
GRK,"Killeen, TX: Robert Gray AAF",84.44,2017
GRR,"Grand Rapids, MI: Gerald R. Ford International",84.36,2017
GSO,"Greensboro/High Point, NC: Piedmont Triad International",80.73,2017
GSP,"Greer, SC: Greenville-Spartanburg International",83.32,2017
GST,"Gustavus, AK: Gustavus Airport",83.33,2017
GTF,"Great Falls, MT: Great Falls International",92.9,2017
GTR,"Columbus, MS: Golden Triangle Regional",85.15,2017
GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",80.59,2017
GUM,"Guam, TT: Guam International",81.64,2017
HDN,"Hayden, CO: Yampa Valley",78.41,2017
HIB,"Hibbing, MN: Range Regional",90.3,2017
HLN,"Helena, MT: Helena Regional",93.75,2017
HNL,"Honolulu, HI: Daniel K Inouye International",91.1,2017
HOB,"Hobbs, NM: Lea County Regional",89.76,2017
HOU,"Houston, TX: William P Hobby",74.56,2017
HPN,"White Plains, NY: Westchester County",76.66,2017
HRL,"Harlingen/San Benito, TX: Valley International",80.68,2017
HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",87.1,2017
HYA,"Hyannis, MA: Barnstable Municipal-Boardman/Polando Field",67.02,2017
HYS,"Hays, KS: Hays Regional",88.0,2017
IAD,"Washington, DC: Washington Dulles International",84.07,2017
IAG,"Niagara Falls, NY: Niagara Falls International",74.49,2017
IAH,"Houston, TX: George Bush Intercontinental/Houston",82.48,2017
ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",85.44,2017
IDA,"Idaho Falls, ID: Idaho Falls Regional",89.8,2017
IFP,"Bullhead City, AZ: Laughlin/Bullhead International",86.21,2017
ILM,"Wilmington, NC: Wilmington International",87.89,2017
IMT,"Iron Mountain/Kingsfd, MI: Ford",84.66,2017
IND,"Indianapolis, IN: Indianapolis International",83.96,2017
INL,"International Falls, MN: Falls International Einarson Field",90.54,2017
ISN,"Williston, ND: Sloulin Field International",89.46,2017
ISP,"Islip, NY: Long Island MacArthur",81.01,2017
ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",84.4,2017
ITO,"Hilo, HI: Hilo International",91.47,2017
JAC,"Jackson, WY: Jackson Hole",80.05,2017
JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",85.81,2017
JAX,"Jacksonville, FL: Jacksonville International",82.08,2017
JFK,"New York, NY: John F. Kennedy International",75.64,2017
JLN,"Joplin, MO: Joplin Regional",86.24,2017
JMS,"Jamestown, ND: Jamestown Regional",81.58,2017
JNU,"Juneau, AK: Juneau International",87.93,2017
KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",89.83,2017
KTN,"Ketchikan, AK: Ketchikan International",87.02,2017
LAN,"Lansing, MI: Capital Region International",84.97,2017
LAR,"Laramie, WY: Laramie Regional",86.68,2017
LAS,"Las Vegas, NV: McCarran International",77.87,2017
LAW,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",80.06,2017
LAX,"Los Angeles, CA: Los Angeles International",75.83,2017
LBB,"Lubbock, TX: Lubbock Preston Smith International",83.82,2017
LBE,"Latrobe, PA: Arnold Palmer Regional",83.32,2017
LCH,"Lake Charles, LA: Lake Charles Regional",88.09,2017
LEX,"Lexington, KY: Blue Grass",81.53,2017
LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",83.95,2017
LGA,"New York, NY: LaGuardia",75.8,2017
LGB,"Long Beach, CA: Long Beach Airport",80.86,2017
LIH,"Lihue, HI: Lihue Airport",89.7,2017
LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",83.93,2017
LNK,"Lincoln, NE: Lincoln Airport",88.25,2017
LRD,"Laredo, TX: Laredo International",85.16,2017
LSE,"La Crosse, WI: La Crosse Regional",84.14,2017
LWS,"Lewiston, ID: Lewiston Nez Perce County",95.09,2017
MAF,"Midland/Odessa, TX: Midland International Air and Space Port",84.29,2017
MBS,"Saginaw/Bay City/Midland, MI: MBS International",86.6,2017
MCI,"Kansas City, MO: Kansas City International",83.87,2017
MCO,"Orlando, FL: Orlando International",77.92,2017
MDT,"Harrisburg, PA: Harrisburg International",86.56,2017
MDW,"Chicago, IL: Chicago Midway International",76.54,2017
MEI,"Meridian, MS: Key Field",73.57,2017
MEM,"Memphis, TN: Memphis International",83.33,2017
MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",88.0,2017
MFR,"Medford, OR: Rogue Valley International - Medford",80.92,2017
MGM,"Montgomery, AL: Montgomery Regional",79.04,2017
MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",84.39,2017
MHT,"Manchester, NH: Manchester-Boston Regional",85.24,2017
MIA,"Miami, FL: Miami International",77.81,2017
MKE,"Milwaukee, WI: General Mitchell International",84.17,2017
MKG,"Muskegon, MI: Muskegon County",79.7,2017
MLB,"Melbourne, FL: Melbourne International",85.9,2017
MLI,"Moline, IL: Quad City International",84.46,2017
MLU,"Monroe, LA: Monroe Regional",85.34,2017
MMH,"Mammoth Lakes, CA: Mammoth Lakes Airport",48.57,2017
MOB,"Mobile, AL: Mobile Regional",84.94,2017
MOT,"Minot, ND: Minot International",88.47,2017
MQT,"Marquette, MI: Sawyer International",84.14,2017
MRY,"Monterey, CA: Monterey Regional",78.97,2017
MSN,"Madison, WI: Dane County Regional-Truax Field",84.58,2017
MSO,"Missoula, MT: Missoula International",89.93,2017
MSP,"Minneapolis, MN: Minneapolis-St Paul International",85.99,2017
MSY,"New Orleans, LA: Louis Armstrong New Orleans International",79.81,2017
MTJ,"Montrose/Delta, CO: Montrose Regional",80.31,2017
MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport",55.6,2017
MYR,"Myrtle Beach, SC: Myrtle Beach International",80.49,2017
OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",84.52,2017
OAK,"Oakland, CA: Metropolitan Oakland International",76.87,2017
OGG,"Kahului, HI: Kahului Airport",88.78,2017
OKC,"Oklahoma City, OK: Will Rogers World",84.93,2017
OMA,"Omaha, NE: Eppley Airfield",86.32,2017
OME,"Nome, AK: Nome Airport",86.37,2017
ONT,"Ontario, CA: Ontario International",80.24,2017
ORD,"Chicago, IL: Chicago O'Hare International",79.69,2017
ORF,"Norfolk, VA: Norfolk International",83.35,2017
ORH,"Worcester, MA: Worcester Regional",73.71,2017
OTH,"North Bend/Coos Bay, OR: Southwest Oregon Regional",58.09,2017
OTZ,"Kotzebue, AK: Ralph Wien Memorial",84.31,2017
PAH,"Paducah, KY: Barkley Regional",83.06,2017
PBG,"Plattsburgh, NY: Plattsburgh International",75.54,2017
PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",75.98,2017
PDX,"Portland, OR: Portland International",83.75,2017
PGD,"Punta Gorda, FL: Punta Gorda Airport",71.36,2017
PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",87.12,2017
PHL,"Philadelphia, PA: Philadelphia International",80.5,2017
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",83.17,2017
PIA,"Peoria, IL: General Downing - Peoria International",81.89,2017
PIB,"Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional",77.0,2017
PIH,"Pocatello, ID: Pocatello Regional",92.26,2017
PIT,"Pittsburgh, PA: Pittsburgh International",85.35,2017
PLN,"Pellston, MI: Pellston Regional Airport of Emmet County",78.79,2017
PNS,"Pensacola, FL: Pensacola International",85.37,2017
PPG,"Pago Pago, TT: Pago Pago International",89.92,2017
PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",86.9,2017
PSE,"Ponce, PR: Mercedita",67.7,2017
PSG,"Petersburg, AK: Petersburg James A Johnson",87.19,2017
PSP,"Palm Springs, CA: Palm Springs International",82.71,2017
PUB,"Pueblo, CO: Pueblo Memorial",86.27,2017
PVD,"Providence, RI: Theodore Francis Green State",82.99,2017
PWM,"Portland, ME: Portland International Jetport",77.11,2017
RAP,"Rapid City, SD: Rapid City Regional",89.32,2017
RDD,"Redding, CA: Redding Municipal",75.12,2017
RDM,"Bend/Redmond, OR: Roberts Field",80.55,2017
RDU,"Raleigh/Durham, NC: Raleigh-Durham International",81.42,2017
RHI,"Rhinelander, WI: Rhinelander/Oneida County",86.7,2017
RIC,"Richmond, VA: Richmond International",79.28,2017
RKS,"Rock Springs, WY: Southwest Wyoming Regional",90.48,2017
RNO,"Reno, NV: Reno/Tahoe International",80.38,2017
ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",81.44,2017
ROC,"Rochester, NY: Greater Rochester International",81.66,2017
ROW,"Roswell, NM: Roswell International Air Center",92.39,2017
RST,"Rochester, MN: Rochester International",82.1,2017
RSW,"Fort Myers, FL: Southwest Florida International",81.38,2017
SAF,"Santa Fe, NM: Santa Fe Municipal",84.25,2017
SAN,"San Diego, CA: San Diego International",81.74,2017
SAT,"San Antonio, TX: San Antonio International",83.45,2017
SAV,"Savannah, GA: Savannah/Hilton Head International",81.26,2017
SBA,"Santa Barbara, CA: Santa Barbara Municipal",78.49,2017
SBN,"South Bend, IN: South Bend International",83.57,2017
SBP,"San Luis Obispo, CA: San Luis County Regional",77.91,2017
SCC,"Deadhorse, AK: Deadhorse Airport",87.9,2017
SCE,"State College, PA: University Park",81.99,2017
SDF,"Louisville, KY: Louisville Muhammad Ali International",83.24,2017
SEA,"Seattle, WA: Seattle/Tacoma International",83.29,2017
SFO,"San Francisco, CA: San Francisco International",74.91,2017
SGF,"Springfield, MO: Springfield-Branson National",84.86,2017
SGU,"St. George, UT: St George Regional",92.86,2017
SHV,"Shreveport, LA: Shreveport Regional",83.08,2017
SIT,"Sitka, AK: Sitka Rocky Gutierrez",90.21,2017
SJC,"San Jose, CA: Norman Y. Mineta San Jose International",81.1,2017
SJT,"San Angelo, TX: San Angelo Regional/Mathis Field",83.33,2017
SJU,"San Juan, PR: Luis Munoz Marin International",76.09,2017
SLC,"Salt Lake City, UT: Salt Lake City International",86.16,2017
SMF,"Sacramento, CA: Sacramento International",81.53,2017
SNA,"Santa Ana, CA: John Wayne Airport-Orange County",81.99,2017
SPI,"Springfield, IL: Abraham Lincoln Capital",83.7,2017
SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",82.78,2017
SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",82.75,2017
STL,"St. Louis, MO: St Louis Lambert International",80.05,2017
STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",73.0,2017
STT,"Charlotte Amalie, VI: Cyril E King",77.6,2017
STX,"Christiansted, VI: Henry E. Rohlsen",78.77,2017
SUN,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",76.01,2017
SUX,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",67.86,2017
SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",71.54,2017
SWO,"Stillwater, OK: Stillwater Regional",0.0,2017
SYR,"Syracuse, NY: Syracuse Hancock International",81.66,2017
TKI,"Tokeen, AK: Tokeen Airport",0.0,2017
TLH,"Tallahassee, FL: Tallahassee International",86.62,2017
TOL,"Toledo, OH: Toledo Express",72.93,2017
TPA,"Tampa, FL: Tampa International",80.39,2017
TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",83.03,2017
TTN,"Trenton, NJ: Trenton Mercer",79.65,2017
TUL,"Tulsa, OK: Tulsa International",86.3,2017
TUS,"Tucson, AZ: Tucson International",82.95,2017
TVC,"Traverse City, MI: Cherry Capital",78.4,2017
TWF,"Twin Falls, ID: Joslin Field - Magic Valley Regional",86.5,2017
TXK,"Texarkana, AR: Texarkana Regional-Webb Field",84.0,2017
TYR,"Tyler, TX: Tyler Pounds Regional",74.56,2017
TYS,"Knoxville, TN: McGhee Tyson",80.83,2017
UIN,"Quincy, IL: Quincy Regional-Baldwin Field",68.42,2017
UST,"St. Augustine, FL: Northeast Florida Regional",50.0,2017
VLD,"Valdosta, GA: Valdosta Regional",83.81,2017
VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",86.31,2017
WRG,"Wrangell, AK: Wrangell Airport",87.47,2017
WYS,"West Yellowstone, MT: Yellowstone",83.62,2017
XNA,"Fayetteville, AR: Northwest Arkansas Regional",84.1,2017
YAK,"Yakutat, AK: Yakutat Airport",86.74,2017
YUM,"Yuma, AZ: Yuma MCAS/Yuma International",91.95,2017
ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",80.48,2018
ABI,"Abilene, TX: Abilene Regional",82.68,2018
ABQ,"Albuquerque, NM: Albuquerque International Sunport",81.14,2018
ABR,"Aberdeen, SD: Aberdeen Regional",86.16,2018
ABY,"Albany, GA: Southwest Georgia Regional",85.43,2018
ACK,"Nantucket, MA: Nantucket Memorial",71.01,2018
ACT,"Waco, TX: Waco Regional",85.03,2018
ACV,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",76.66,2018
ACY,"Atlantic City, NJ: Atlantic City International",87.9,2018
ADK,"Adak Island, AK: Adak",66.35,2018
ADQ,"Kodiak, AK: Kodiak Airport",86.32,2018
AEX,"Alexandria, LA: Alexandria International",86.22,2018
AGS,"Augusta, GA: Augusta Regional at Bush Field",81.67,2018
AKN,"King Salmon, AK: King Salmon Airport",77.78,2018
ALB,"Albany, NY: Albany International",82.86,2018
ALO,"Waterloo, IA: Waterloo Regional",82.11,2018
AMA,"Amarillo, TX: Rick Husband Amarillo International",84.27,2018
ANC,"Anchorage, AK: Ted Stevens Anchorage International",91.08,2018
APN,"Alpena, MI: Alpena County Regional",82.64,2018
ART,"Watertown, NY: Watertown International",44.0,2018
ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",74.31,2018
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",81.48,2018
ATW,"Appleton, WI: Appleton International",85.54,2018
AUS,"Austin, TX: Austin - Bergstrom International",81.16,2018
AVL,"Asheville, NC: Asheville Regional",79.07,2018
AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",81.59,2018
AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",81.6,2018
AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",83.52,2018
BDL,"Hartford, CT: Bradley International",83.19,2018
BET,"Bethel, AK: Bethel Airport",88.77,2018
BFF,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",90.75,2018
BFL,"Bakersfield, CA: Meadows Field",86.02,2018
BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",84.88,2018
BGR,"Bangor, ME: Bangor International",76.96,2018
BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",82.5,2018
BIL,"Billings, MT: Billings Logan International",89.45,2018
BIS,"Bismarck/Mandan, ND: Bismarck Municipal",83.58,2018
BJI,"Bemidji, MN: Bemidji Regional",87.16,2018
BKG,"Branson, MO: Branson Airport",70.42,2018
BLI,"Bellingham, WA: Bellingham International",89.09,2018
BLV,"Belleville, IL: Scott AFB/MidAmerica",71.25,2018
BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",79.02,2018
BNA,"Nashville, TN: Nashville International",78.98,2018
BOI,"Boise, ID: Boise Air Terminal",86.31,2018
BOS,"Boston, MA: Logan International",76.48,2018
BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional",89.37,2018
BQK,"Brunswick, GA: Brunswick Golden Isles",87.55,2018
BQN,"Aguadilla, PR: Rafael Hernandez",70.82,2018
BRD,"Brainerd, MN: Brainerd Lakes Regional",84.94,2018
BRO,"Brownsville, TX: Brownsville South Padre Island International",86.14,2018
BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",90.23,2018
BTM,"Butte, MT: Bert Mooney",94.72,2018
BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",82.97,2018
BTV,"Burlington, VT: Burlington International",78.03,2018
BUF,"Buffalo, NY: Buffalo Niagara International",81.56,2018
BUR,"Burbank, CA: Bob Hope",78.27,2018
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",77.42,2018
BZN,"Bozeman, MT: Bozeman Yellowstone International",84.33,2018
CAE,"Columbia, SC: Columbia Metropolitan",85.23,2018
CAK,"Akron, OH: Akron-Canton Regional",79.64,2018
CDC,"Cedar City, UT: Cedar City Regional",88.71,2018
CDV,"Cordova, AK: Merle K Mudhole Smith",89.2,2018
CGI,"Cape Girardeau, MO: Cape Girardeau Regional",83.36,2018
CHA,"Chattanooga, TN: Lovell Field",81.18,2018
CHO,"Charlottesville, VA: Charlottesville Albemarle",79.41,2018
CHS,"Charleston, SC: Charleston AFB/International",80.73,2018
CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",82.49,2018
CIU,"Sault Ste. Marie, MI: Chippewa County International",86.35,2018
CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",78.81,2018
CLE,"Cleveland, OH: Cleveland-Hopkins International",82.87,2018
CLL,"College Station/Bryan, TX: Easterwood Field",87.42,2018
CLT,"Charlotte, NC: Charlotte Douglas International",79.97,2018
CMH,"Columbus, OH: John Glenn Columbus International",81.75,2018
CMI,"Champaign/Urbana, IL: University of Illinois/Willard",81.83,2018
CMX,"Hancock/Houghton, MI: Houghton County Memorial",74.9,2018
CNY,"Moab, UT: Canyonlands Field",85.71,2018
COD,"Cody, WY: Yellowstone Regional",87.95,2018
COS,"Colorado Springs, CO: City of Colorado Springs Municipal",80.86,2018
COU,"Columbia, MO: Columbia Regional",83.28,2018
CPR,"Casper, WY: Casper/Natrona County International",93.04,2018
CRP,"Corpus Christi, TX: Corpus Christi International",83.34,2018
CRW,"Charleston/Dunbar, WV: Yeager",81.33,2018
CSG,"Columbus, GA: Columbus Airport",82.18,2018
CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",82.47,2018
CWA,"Mosinee, WI: Central Wisconsin",83.86,2018
CYS,"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",81.03,2018
DAB,"Daytona Beach, FL: Daytona Beach International",83.89,2018
DAL,"Dallas, TX: Dallas Love Field",71.32,2018
DAY,"Dayton, OH: James M Cox/Dayton International",81.46,2018
DBQ,"Dubuque, IA: Dubuque Regional",80.69,2018
DCA,"Washington, DC: Ronald Reagan Washington National",80.63,2018
DEN,"Denver, CO: Denver International",80.18,2018
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",76.83,2018
DHN,"Dothan, AL: Dothan Regional",81.67,2018
DLG,"Dillingham, AK: Dillingham Airport",79.76,2018
DLH,"Duluth, MN: Duluth International",81.55,2018
DRO,"Durango, CO: Durango La Plata County",82.52,2018
DRT,"Del Rio, TX: Del Rio International",80.7,2018
DSM,"Des Moines, IA: Des Moines International",83.5,2018
DTW,"Detroit, MI: Detroit Metro Wayne County",84.78,2018
DVL,"Devils Lake, ND: Devils Lake Regional",83.71,2018
EAR,"Kearney, NE: Kearney Regional",96.5,2018
EAU,"Eau Claire, WI: Chippewa Valley Regional",83.75,2018
ECP,"Panama City, FL: Northwest Florida Beaches International",80.88,2018
EGE,"Eagle, CO: Eagle County Regional",78.2,2018
EKO,"Elko, NV: Elko Regional",93.67,2018
ELM,"Elmira/Corning, NY: Elmira/Corning Regional",77.18,2018
ELP,"El Paso, TX: El Paso International",81.23,2018
ERI,"Erie, PA: Erie International/Tom Ridge Field",85.85,2018
ESC,"Escanaba, MI: Delta County",78.85,2018
EUG,"Eugene, OR: Mahlon Sweet Field",79.21,2018
EVV,"Evansville, IN: Evansville Regional",83.05,2018
EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",77.36,2018
EWR,"Newark, NJ: Newark Liberty International",74.0,2018
EYW,"Key West, FL: Key West International",81.52,2018
FAI,"Fairbanks, AK: Fairbanks International",90.91,2018
FAR,"Fargo, ND: Hector International",84.76,2018
FAT,"Fresno, CA: Fresno Yosemite International",81.52,2018
FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",80.9,2018
FCA,"Kalispell, MT: Glacier Park International",87.98,2018
FLG,"Flagstaff, AZ: Flagstaff Pulliam",86.44,2018
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",77.38,2018
FNT,"Flint, MI: Bishop International",83.72,2018
FSD,"Sioux Falls, SD: Joe Foss Field",80.61,2018
FSM,"Fort Smith, AR: Fort Smith Regional",82.73,2018
FWA,"Fort Wayne, IN: Fort Wayne International",81.5,2018
GCC,"Gillette, WY: Gillette Campbell County",88.96,2018
GCK,"Garden City, KS: Garden City Regional",81.11,2018
GEG,"Spokane, WA: Spokane International",86.82,2018
GFK,"Grand Forks, ND: Grand Forks International",85.14,2018
GGG,"Longview, TX: East Texas Regional",83.84,2018
GJT,"Grand Junction, CO: Grand Junction Regional",89.94,2018
GNV,"Gainesville, FL: Gainesville Regional",82.68,2018
GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",86.66,2018
GRB,"Green Bay, WI: Green Bay Austin Straubel International",85.59,2018
GRI,"Grand Island, NE: Central Nebraska Regional",79.68,2018
GRK,"Killeen, TX: Robert Gray AAF",86.13,2018
GRR,"Grand Rapids, MI: Gerald R. Ford International",81.75,2018
GSO,"Greensboro/High Point, NC: Piedmont Triad International",81.21,2018
GSP,"Greer, SC: Greenville-Spartanburg International",83.65,2018
GST,"Gustavus, AK: Gustavus Airport",85.71,2018
GTF,"Great Falls, MT: Great Falls International",88.21,2018
GTR,"Columbus, MS: Golden Triangle Regional",83.93,2018
GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",82.89,2018
