ORIGIN,Description,N/A(PCT_ONTIME_DEP),Year
DBQ,"Dubuque, IA: Dubuque Regional",93.36,2021
DCA,"Washington, DC: Ronald Reagan Washington National",84.38,2021
DDC,"Dodge City, KS: Dodge City Regional",87.66,2021
DEC,"Decatur, IL: Decatur Airport",85.62,2021
DEN,"Denver, CO: Denver International",74.29,2021
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",75.99,2021
DHN,"Dothan, AL: Dothan Regional",93.31,2021
DIK,"Dickinson, ND: Dickinson - Theodore Roosevelt Regional",80.36,2021
DLG,"Dillingham, AK: Dillingham Airport",70.21,2021
DLH,"Duluth, MN: Duluth International",89.06,2021
DRO,"Durango, CO: Durango La Plata County",83.04,2021
DRT,"Del Rio, TX: Del Rio International",88.35,2021
DSM,"Des Moines, IA: Des Moines International",85.07,2021
DTW,"Detroit, MI: Detroit Metro Wayne County",87.03,2021
DVL,"Devils Lake, ND: Devils Lake Regional",78.39,2021
EAR,"Kearney, NE: Kearney Regional",85.82,2021
EAT,"Wenatchee, WA: Pangborn Memorial",87.28,2021
EAU,"Eau Claire, WI: Chippewa Valley Regional",81.68,2021
ECP,"Panama City, FL: Northwest Florida Beaches International",79.84,2021
EGE,"Eagle, CO: Eagle County Regional",76.99,2021
EKO,"Elko, NV: Elko Regional",91.99,2021
ELM,"Elmira/Corning, NY: Elmira/Corning Regional",86.62,2021
ELP,"El Paso, TX: El Paso International",79.58,2021
ERI,"Erie, PA: Erie International/Tom Ridge Field",88.95,2021
ESC,"Escanaba, MI: Delta County",82.34,2021
EUG,"Eugene, OR: Mahlon Sweet Field",84.43,2021
EVV,"Evansville, IN: Evansville Regional",88.75,2021
EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",87.32,2021
EWR,"Newark, NJ: Newark Liberty International",75.29,2021
EYW,"Key West, FL: Key West International",70.98,2021
FAI,"Fairbanks, AK: Fairbanks International",81.85,2021
FAR,"Fargo, ND: Hector International",81.99,2021
FAT,"Fresno, CA: Fresno Yosemite International",83.09,2021
FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",89.13,2021
FCA,"Kalispell, MT: Glacier Park International",84.9,2021
FLG,"Flagstaff, AZ: Flagstaff Pulliam",81.75,2021
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",76.28,2021
FNT,"Flint, MI: Bishop International",78.27,2021
FOD,"Fort Dodge, IA: Fort Dodge Regional",86.35,2021
FSD,"Sioux Falls, SD: Joe Foss Field",81.69,2021
FSM,"Fort Smith, AR: Fort Smith Regional",82.75,2021
FWA,"Fort Wayne, IN: Fort Wayne International",81.8,2021
GCC,"Gillette, WY: Gillette Campbell County",83.62,2021
GCK,"Garden City, KS: Garden City Regional",85.83,2021
GEG,"Spokane, WA: Spokane International",86.77,2021
GFK,"Grand Forks, ND: Grand Forks International",87.91,2021
GGG,"Longview, TX: East Texas Regional",84.13,2021
GJT,"Grand Junction, CO: Grand Junction Regional",86.85,2021
GNV,"Gainesville, FL: Gainesville Regional",86.33,2021
GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",84.94,2021
GRB,"Green Bay, WI: Green Bay Austin Straubel International",91.61,2021
GRI,"Grand Island, NE: Central Nebraska Regional",79.03,2021
GRK,"Killeen, TX: Robert Gray AAF",81.24,2021
GRR,"Grand Rapids, MI: Gerald R. Ford International",84.13,2021
GSO,"Greensboro/High Point, NC: Piedmont Triad International",86.92,2021
GSP,"Greer, SC: Greenville-Spartanburg International",86.55,2021
GST,"Gustavus, AK: Gustavus Airport",89.89,2021
GTF,"Great Falls, MT: Great Falls International",88.11,2021
GTR,"Columbus, MS: Golden Triangle Regional",91.24,2021
GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",80.44,2021
GUM,"Guam, TT: Guam International",92.56,2021
HDN,"Hayden, CO: Yampa Valley",81.72,2021
HGR,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",67.03,2021
HHH,"Hilton Head, SC: Hilton Head Airport",80.5,2021
HIB,"Hibbing, MN: Range Regional",90.03,2021
HLN,"Helena, MT: Helena Regional",90.85,2021
HNL,"Honolulu, HI: Daniel K Inouye International",89.13,2021
HOB,"Hobbs, NM: Lea County Regional",85.89,2021
HOU,"Houston, TX: William P Hobby",66.48,2021
HPN,"White Plains, NY: Westchester County",79.56,2021
HRL,"Harlingen/San Benito, TX: Valley International",78.99,2021
HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",85.75,2021
HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",61.01,2021
HVN,"New Haven, CT: Tweed New Haven",89.5,2021
HYA,"Hyannis, MA: Barnstable Municipal-Boardman/Polando Field",69.49,2021
HYS,"Hays, KS: Hays Regional",86.58,2021
IAD,"Washington, DC: Washington Dulles International",82.94,2021
IAG,"Niagara Falls, NY: Niagara Falls International",68.0,2021
IAH,"Houston, TX: George Bush Intercontinental/Houston",80.36,2021
ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",83.15,2021
IDA,"Idaho Falls, ID: Idaho Falls Regional",85.45,2021
ILG,"Wilmington, DE: New Castle",66.95,2021
ILM,"Wilmington, NC: Wilmington International",87.9,2021
IMT,"Iron Mountain/Kingsfd, MI: Ford",87.65,2021
IND,"Indianapolis, IN: Indianapolis International",84.66,2021
INL,"International Falls, MN: Falls International Einarson Field",85.2,2021
ISP,"Islip, NY: Long Island MacArthur",76.27,2021
ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",91.15,2021
ITO,"Hilo, HI: Hilo International",92.87,2021
JAC,"Jackson, WY: Jackson Hole",80.62,2021
JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",86.14,2021
JAX,"Jacksonville, FL: Jacksonville International",83.34,2021
JFK,"New York, NY: John F. Kennedy International",80.66,2021
JLN,"Joplin, MO: Joplin Regional",79.95,2021
JMS,"Jamestown, ND: Jamestown Regional",78.65,2021
JNU,"Juneau, AK: Juneau International",83.98,2021
JST,"Johnstown, PA: John Murtha Johnstown-Cambria County",85.04,2021
KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",89.55,2021
KTN,"Ketchikan, AK: Ketchikan International",83.54,2021
LAN,"Lansing, MI: Capital Region International",89.05,2021
LAR,"Laramie, WY: Laramie Regional",86.9,2021
LAS,"Las Vegas, NV: McCarran International",75.17,2021
LAW,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",80.4,2021
LAX,"Los Angeles, CA: Los Angeles International",81.61,2021
LBB,"Lubbock, TX: Lubbock Preston Smith International",79.17,2021
LBE,"Latrobe, PA: Arnold Palmer Regional",84.03,2021
LBF,"North Platte, NE: North Platte Regional Airport Lee Bird Field",86.26,2021
LBL,"Liberal, KS: Liberal Mid-America Regional",83.23,2021
LCH,"Lake Charles, LA: Lake Charles Regional",85.01,2021
LCK,"Columbus, OH: Rickenbacker International",64.82,2021
LEX,"Lexington, KY: Blue Grass",85.5,2021
LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",84.91,2021
LGA,"New York, NY: LaGuardia",83.91,2021
LGB,"Long Beach, CA: Long Beach Airport",80.71,2021
LIH,"Lihue, HI: Lihue Airport",91.19,2021
LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",81.26,2021
LNK,"Lincoln, NE: Lincoln Airport",80.29,2021
LRD,"Laredo, TX: Laredo International",84.75,2021
LSE,"La Crosse, WI: La Crosse Regional",88.66,2021
LWB,"Lewisburg, WV: Greenbrier Valley",82.33,2021
LWS,"Lewiston, ID: Lewiston Nez Perce County",92.36,2021
MAF,"Midland/Odessa, TX: Midland International Air and Space Port",79.37,2021
MBS,"Saginaw/Bay City/Midland, MI: MBS International",93.64,2021
MCI,"Kansas City, MO: Kansas City International",84.26,2021
MCO,"Orlando, FL: Orlando International",76.15,2021
MCW,"Mason City, IA: Mason City Municipal",83.97,2021
MDT,"Harrisburg, PA: Harrisburg International",85.06,2021
MDW,"Chicago, IL: Chicago Midway International",67.59,2021
MEI,"Meridian, MS: Key Field",82.54,2021
MEM,"Memphis, TN: Memphis International",81.45,2021
MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",78.69,2021
MFR,"Medford, OR: Rogue Valley International - Medford",87.03,2021
MGM,"Montgomery, AL: Montgomery Regional",85.43,2021
MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",84.68,2021
MHT,"Manchester, NH: Manchester-Boston Regional",83.34,2021
MIA,"Miami, FL: Miami International",77.96,2021
MKE,"Milwaukee, WI: General Mitchell International",84.79,2021
MKG,"Muskegon, MI: Muskegon County",80.93,2021
MLB,"Melbourne, FL: Melbourne International",89.5,2021
MLI,"Moline, IL: Quad City International",85.52,2021
MLU,"Monroe, LA: Monroe Regional",88.04,2021
MOB,"Mobile, AL: Mobile Regional",86.29,2021
MOT,"Minot, ND: Minot International",86.26,2021
MQT,"Marquette, MI: Sawyer International",83.19,2021
MRY,"Monterey, CA: Monterey Regional",83.57,2021
MSN,"Madison, WI: Dane County Regional-Truax Field",86.05,2021
MSO,"Missoula, MT: Missoula International",82.83,2021
MSP,"Minneapolis, MN: Minneapolis-St Paul International",87.91,2021
MSY,"New Orleans, LA: Louis Armstrong New Orleans International",76.86,2021
MTJ,"Montrose/Delta, CO: Montrose Regional",80.69,2021
MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport",69.14,2021
MYR,"Myrtle Beach, SC: Myrtle Beach International",80.05,2021
OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",90.6,2021
OAK,"Oakland, CA: Metropolitan Oakland International",78.45,2021
OGD,"Ogden, UT: Ogden-Hinckley",66.34,2021
OGG,"Kahului, HI: Kahului Airport",84.83,2021
OGS,"Ogdensburg, NY: Ogdensburg International",78.34,2021
OKC,"Oklahoma City, OK: Will Rogers World",83.43,2021
OMA,"Omaha, NE: Eppley Airfield",84.66,2021
OME,"Nome, AK: Nome Airport",89.38,2021
ONT,"Ontario, CA: Ontario International",82.04,2021
ORD,"Chicago, IL: Chicago O'Hare International",80.82,2021
ORF,"Norfolk, VA: Norfolk International",84.79,2021
ORH,"Worcester, MA: Worcester Regional",81.07,2021
OTH,"North Bend/Coos Bay, OR: Southwest Oregon Regional",77.54,2021
OTZ,"Kotzebue, AK: Ralph Wien Memorial",83.73,2021
OWB,"Owensboro, KY: Owensboro Daviess County Regional",74.0,2021
PAE,"Everett, WA: Snohomish County",88.84,2021
PAH,"Paducah, KY: Barkley Regional",86.15,2021
PBG,"Plattsburgh, NY: Plattsburgh International",73.75,2021
PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",81.2,2021
PDX,"Portland, OR: Portland International",85.87,2021
PGD,"Punta Gorda, FL: Punta Gorda Airport",75.64,2021
PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",85.6,2021
PHL,"Philadelphia, PA: Philadelphia International",84.4,2021
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",78.84,2021
PIA,"Peoria, IL: General Downing - Peoria International",79.34,2021
PIB,"Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional",84.66,2021
PIE,"St. Petersburg, FL: St Pete Clearwater International",75.26,2021
PIH,"Pocatello, ID: Pocatello Regional",93.04,2021
PIR,"Pierre, SD: Pierre Regional",84.41,2021
PIT,"Pittsburgh, PA: Pittsburgh International",85.74,2021
PLN,"Pellston, MI: Pellston Regional Airport of Emmet County",86.64,2021
PNS,"Pensacola, FL: Pensacola International",82.54,2021
PPG,"Pago Pago, TT: Pago Pago International",0.0,2021
PRC,"Prescott, AZ: Prescott Regional Ernest A Love Field",83.04,2021
PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",87.78,2021
PSE,"Ponce, PR: Mercedita",86.09,2021
PSG,"Petersburg, AK: Petersburg James A Johnson",84.67,2021
PSM,"Portsmouth, NH: Portsmouth International at Pease",69.14,2021
PSP,"Palm Springs, CA: Palm Springs International",85.66,2021
PUB,"Pueblo, CO: Pueblo Memorial",89.23,2021
PUW,"Pullman, WA: Pullman Moscow Regional",84.99,2021
PVD,"Providence, RI: Theodore Francis Green State",80.47,2021
PVU,"Provo, UT: Provo Municipal",73.51,2021
PWM,"Portland, ME: Portland International Jetport",81.89,2021
RAP,"Rapid City, SD: Rapid City Regional",82.86,2021
RDD,"Redding, CA: Redding Municipal",87.01,2021
RDM,"Bend/Redmond, OR: Roberts Field",86.07,2021
RDU,"Raleigh/Durham, NC: Raleigh-Durham International",85.35,2021
RFD,"Rockford, IL: Chicago/Rockford International",69.03,2021
RHI,"Rhinelander, WI: Rhinelander/Oneida County",90.23,2021
RIC,"Richmond, VA: Richmond International",84.08,2021
RIW,"Riverton/Lander, WY: Riverton Regional",82.71,2021
RKS,"Rock Springs, WY: Southwest Wyoming Regional",82.68,2021
RNO,"Reno, NV: Reno/Tahoe International",81.45,2021
ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",87.01,2021
ROC,"Rochester, NY: Greater Rochester International",86.08,2021
ROW,"Roswell, NM: Roswell International Air Center",82.89,2021
RST,"Rochester, MN: Rochester International",88.95,2021
RSW,"Fort Myers, FL: Southwest Florida International",82.42,2021
SAF,"Santa Fe, NM: Santa Fe Municipal",80.95,2021
SAN,"San Diego, CA: San Diego International",83.75,2021
SAT,"San Antonio, TX: San Antonio International",82.94,2021
SAV,"Savannah, GA: Savannah/Hilton Head International",82.15,2021
SBA,"Santa Barbara, CA: Santa Barbara Municipal",83.25,2021
SBN,"South Bend, IN: South Bend International",84.51,2021
SBP,"San Luis Obispo, CA: San Luis County Regional",85.76,2021
SCC,"Deadhorse, AK: Deadhorse Airport",92.0,2021
SCE,"State College, PA: University Park",88.39,2021
SCK,"Stockton, CA: Stockton Metropolitan",68.47,2021
SDF,"Louisville, KY: Louisville Muhammad Ali International",82.31,2021
SEA,"Seattle, WA: Seattle/Tacoma International",84.37,2021
SFB,"Sanford, FL: Orlando Sanford International",74.23,2021
SFO,"San Francisco, CA: San Francisco International",85.35,2021
SGF,"Springfield, MO: Springfield-Branson National",82.82,2021
SGU,"St. George, UT: St George Regional",88.11,2021
SHD,"Staunton, VA: Shenandoah Valley Regional",83.57,2021
SHR,"Sheridan, WY: Sheridan County",83.29,2021
SHV,"Shreveport, LA: Shreveport Regional",84.11,2021
SIT,"Sitka, AK: Sitka Rocky Gutierrez",84.33,2021
SJC,"San Jose, CA: Norman Y. Mineta San Jose International",83.83,2021
SJT,"San Angelo, TX: San Angelo Regional/Mathis Field",83.88,2021
SJU,"San Juan, PR: Luis Munoz Marin International",77.5,2021
SLC,"Salt Lake City, UT: Salt Lake City International",85.46,2021
SLN,"Salina, KS: Salina Regional",85.53,2021
SMF,"Sacramento, CA: Sacramento International",80.54,2021
SMX,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",71.95,2021
SNA,"Santa Ana, CA: John Wayne Airport-Orange County",80.6,2021
SPI,"Springfield, IL: Abraham Lincoln Capital",80.42,2021
SPN,"Saipan, TT: Francisco C. Ada Saipan International",91.82,2021
SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",82.64,2021
SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",79.24,2021
STC,"St. Cloud, MN: St. Cloud Regional",69.33,2021
STL,"St. Louis, MO: St Louis Lambert International",80.06,2021
STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",86.14,2021
STT,"Charlotte Amalie, VI: Cyril E King",82.89,2021
STX,"Christiansted, VI: Henry E. Rohlsen",84.74,2021
SUN,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",86.56,2021
SUX,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",80.45,2021
SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",68.29,2021
SWO,"Stillwater, OK: Stillwater Regional",89.89,2021
SYR,"Syracuse, NY: Syracuse Hancock International",85.14,2021
TBN,"Fort Leonard Wood, MO: Waynesville-St. Robert Regional Forney Field",88.73,2021
TLH,"Tallahassee, FL: Tallahassee International",85.75,2021
TOL,"Toledo, OH: Toledo Express",77.41,2021
TPA,"Tampa, FL: Tampa International",81.39,2021
TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",87.22,2021
TTN,"Trenton, NJ: Trenton Mercer",75.62,2021
TUL,"Tulsa, OK: Tulsa International",83.03,2021
TUS,"Tucson, AZ: Tucson International",84.56,2021
TVC,"Traverse City, MI: Cherry Capital",80.42,2021
TWF,"Twin Falls, ID: Joslin Field - Magic Valley Regional",89.21,2021
TXK,"Texarkana, AR: Texarkana Regional-Webb Field",84.86,2021
TYR,"Tyler, TX: Tyler Pounds Regional",83.67,2021
TYS,"Knoxville, TN: McGhee Tyson",86.55,2021
USA,"Concord, NC: Concord Padgett Regional",66.16,2021
VCT,"Victoria, TX: Victoria Regional",87.86,2021
VEL,"Vernal, UT: Vernal Regional",83.17,2021
VLD,"Valdosta, GA: Valdosta Regional",89.83,2021
VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",77.41,2021
WRG,"Wrangell, AK: Wrangell Airport",87.02,2021
WYS,"West Yellowstone, MT: Yellowstone",84.97,2021
XNA,"Fayetteville, AR: Northwest Arkansas Regional",86.25,2021
XWA,"Williston, ND: Williston Basin International",78.81,2021
YAK,"Yakutat, AK: Yakutat Airport",75.28,2021
YKM,"Yakima, WA: Yakima Air Terminal/McAllister Field",89.26,2021
YUM,"Yuma, AZ: Yuma MCAS/Yuma International",87.28,2021
ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",82.47,2022
ABI,"Abilene, TX: Abilene Regional",84.81,2022
ABQ,"Albuquerque, NM: Albuquerque International Sunport",78.84,2022
ABR,"Aberdeen, SD: Aberdeen Regional",86.63,2022
ABY,"Albany, GA: Southwest Georgia Regional",85.69,2022
ACK,"Nantucket, MA: Nantucket Memorial",76.22,2022
ACT,"Waco, TX: Waco Regional",85.59,2022
ACV,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",85.05,2022
ACY,"Atlantic City, NJ: Atlantic City International",79.21,2022
ADK,"Adak Island, AK: Adak",65.71,2022
ADQ,"Kodiak, AK: Kodiak Airport",86.93,2022
AEX,"Alexandria, LA: Alexandria International",82.84,2022
AGS,"Augusta, GA: Augusta Regional at Bush Field",82.74,2022
AKN,"King Salmon, AK: King Salmon Airport",63.58,2022
ALB,"Albany, NY: Albany International",75.09,2022
ALO,"Waterloo, IA: Waterloo Regional",83.51,2022
ALS,"Alamosa, CO: San Luis Valley Regional/Bergman Field",83.14,2022
ALW,"Walla Walla, WA: Walla Walla Regional",87.24,2022
AMA,"Amarillo, TX: Rick Husband Amarillo International",80.33,2022
ANC,"Anchorage, AK: Ted Stevens Anchorage International",83.25,2022
APN,"Alpena, MI: Alpena County Regional",80.19,2022
ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",64.33,2022
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",77.58,2022
ATW,"Appleton, WI: Appleton International",81.5,2022
ATY,"Watertown, SD: Watertown Regional",0.0,2022
AUS,"Austin, TX: Austin - Bergstrom International",74.03,2022
AVL,"Asheville, NC: Asheville Regional",76.66,2022
AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",79.41,2022
AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",74.65,2022
AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",86.39,2022
BDL,"Hartford, CT: Bradley International",75.61,2022
BET,"Bethel, AK: Bethel Airport",80.41,2022
BFF,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",81.13,2022
BFL,"Bakersfield, CA: Meadows Field",83.67,2022
BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",86.83,2022
BGR,"Bangor, ME: Bangor International",76.77,2022
BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",75.94,2022
BIH,"Bishop, CA: Bishop Airport",72.13,2022
BIL,"Billings, MT: Billings Logan International",86.4,2022
BIS,"Bismarck/Mandan, ND: Bismarck Municipal",77.95,2022
BJI,"Bemidji, MN: Bemidji Regional",82.35,2022
BKG,"Branson, MO: Branson Airport",63.83,2022
BLI,"Bellingham, WA: Bellingham International",85.79,2022
BLV,"Belleville, IL: Scott AFB/MidAmerica",59.4,2022
BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",81.14,2022
BNA,"Nashville, TN: Nashville International",74.11,2022
BOI,"Boise, ID: Boise Air Terminal",85.96,2022
BOS,"Boston, MA: Logan International",74.04,2022
BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional",87.52,2022
BQK,"Brunswick, GA: Brunswick Golden Isles",87.24,2022
BQN,"Aguadilla, PR: Rafael Hernandez",63.09,2022
BRD,"Brainerd, MN: Brainerd Lakes Regional",87.42,2022
BRO,"Brownsville, TX: Brownsville South Padre Island International",82.49,2022
BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",55.14,2022
BTM,"Butte, MT: Bert Mooney",85.79,2022
BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",81.6,2022
BTV,"Burlington, VT: Burlington International",75.76,2022
BUF,"Buffalo, NY: Buffalo Niagara International",74.3,2022
BUR,"Burbank, CA: Bob Hope",78.55,2022
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",61.58,2022
BZN,"Bozeman, MT: Bozeman Yellowstone International",79.51,2022
CAE,"Columbia, SC: Columbia Metropolitan",83.08,2022
CAK,"Akron, OH: Akron-Canton Regional",76.27,2022
CDC,"Cedar City, UT: Cedar City Regional",94.0,2022
CDV,"Cordova, AK: Merle K Mudhole Smith",80.29,2022
