Year,Month,DayofMonth,DayOfWeek,FlightDate,IATA_CODE_Reporting_Airline,Origin,OriginCityName,OriginStateName,Dest,DestCityName,DestStateName,CRSDepTime,DepDelay,DepDel15,DepTimeBlk,TaxiOut,ArrTimeBlk,Flights,Distance,Day Average Temp,High Temp,Low Temp,Max Wind Speed,Precipitation,Sea Level Pressure
2016,3,3,4,2016-03-03,WN,HOU,"Houston, TX",Texas,DEN,"Denver, CO",Colorado,1710,2.0,0.0,1700-1759,19.0,1800-1859,1.0,883.0,,,,,,
2016,3,29,2,2016-03-29,VX,SFO,"San Francisco, CA",California,SAN,"San Diego, CA",California,1820,-7.0,0.0,1800-1859,15.0,1900-1959,1.0,447.0,,,,,,
2016,3,24,4,2016-03-24,AA,BOS,"Boston, MA",Massachusetts,LGA,"New York, NY",New York,1500,-7.0,0.0,1500-1559,12.0,1600-1659,1.0,184.0,38.73,43.0,37.0,21.0,,30.25
2016,3,20,7,2016-03-20,DL,ATL,"Atlanta, GA",Georgia,PBI,"West Palm Beach/Palm Beach, FL",Florida,952,-2.0,0.0,0900-0959,14.0,1100-1159,1.0,545.0,48.96,56.0,41.0,23.0,,29.0
2016,3,3,4,2016-03-03,WN,SMF,"Sacramento, CA",California,SAN,"San Diego, CA",California,1810,3.0,0.0,1800-1859,11.0,1900-1959,1.0,480.0,,,,,,
2016,3,19,6,2016-03-19,OO,HYS,"Hays, KS",Kansas,DEN,"Denver, CO",Colorado,1239,8.0,0.0,1200-1259,11.0,1200-1259,1.0,298.0,,,,,,
2016,9,3,6,2016-09-03,UA,IAD,"Washington, DC",Virginia,LAX,"Los Angeles, CA",California,1245,-6.0,0.0,1200-1259,21.0,1500-1559,1.0,2288.0,,,,,,
2016,9,27,2,2016-09-27,WN,MCO,"Orlando, FL",Florida,AUS,"Austin, TX",Texas,1035,12.0,0.0,1000-1059,8.0,1200-1259,1.0,994.0,,,,,,
2016,9,14,3,2016-09-14,DL,PHF,"Newport News/Williamsburg, VA",Virginia,ATL,"Atlanta, GA",Georgia,600,-3.0,0.0,0600-0659,11.0,0700-0759,1.0,508.0,,,,,,
2016,9,7,3,2016-09-07,F9,DEN,"Denver, CO",Colorado,PHX,"Phoenix, AZ",Arizona,2130,22.0,1.0,2100-2159,19.0,2200-2259,1.0,602.0,,,,,,
2016,9,11,7,2016-09-11,HA,HNL,"Honolulu, HI",Hawaii,OGG,"Kahului, HI",Hawaii,906,-7.0,0.0,0900-0959,14.0,0900-0959,1.0,100.0,,,,,,
2016,9,29,4,2016-09-29,UA,DEN,"Denver, CO",Colorado,MCI,"Kansas City, MO",Missouri,945,-5.0,0.0,0900-0959,18.0,1200-1259,1.0,533.0,,,,,,
2016,9,18,7,2016-09-18,HA,LIH,"Lihue, HI",Hawaii,HNL,"Honolulu, HI",Hawaii,1614,42.0,1.0,1600-1659,6.0,1600-1659,1.0,102.0,,,,,,
2016,9,4,7,2016-09-04,B6,BQN,"Aguadilla, PR",Puerto Rico,MCO,"Orlando, FL",Florida,1235,-5.0,0.0,1200-1259,12.0,1500-1559,1.0,1129.0,,,,,,
2016,9,4,7,2016-09-04,AS,SFO,"San Francisco, CA",California,PDX,"Portland, OR",Oregon,1300,-6.0,0.0,1300-1359,26.0,1400-1459,1.0,550.0,60.04,66.0,56.0,26.0,,29.87
2016,9,8,4,2016-09-08,DL,ATW,"Appleton, WI",Wisconsin,DTW,"Detroit, MI",Michigan,630,-4.0,0.0,0600-0659,12.0,0800-0859,1.0,296.0,,,,,,
2016,9,27,2,2016-09-27,NK,FLL,"Fort Lauderdale, FL",Florida,BWI,"Baltimore, MD",Maryland,1520,7.0,0.0,1500-1559,13.0,1700-1759,1.0,925.0,,,,,,
2016,9,8,4,2016-09-08,UA,LAX,"Los Angeles, CA",California,ORD,"Chicago, IL",Illinois,1020,28.0,1.0,1000-1059,12.0,1600-1659,1.0,1744.0,68.5,72.0,66.0,17.0,,29.95
2016,9,25,7,2016-09-25,B6,JFK,"New York, NY",New York,PBI,"West Palm Beach/Palm Beach, FL",Florida,1459,10.0,0.0,1400-1459,86.0,1800-1859,1.0,1028.0,,,,,,
2016,9,12,1,2016-09-12,AA,MSP,"Minneapolis, MN",Minnesota,DFW,"Dallas/Fort Worth, TX",Texas,900,-7.0,0.0,0900-0959,16.0,1100-1159,1.0,852.0,69.93,81.0,62.0,15.0,,29.07
2016,9,13,2,2016-09-13,DL,DTW,"Detroit, MI",Michigan,MCO,"Orlando, FL",Florida,725,-1.0,0.0,0700-0759,18.0,1000-1059,1.0,957.0,,,,,,
2016,9,26,1,2016-09-26,AA,MCO,"Orlando, FL",Florida,CLT,"Charlotte, NC",North Carolina,1020,26.0,1.0,1000-1059,13.0,1200-1259,1.0,468.0,76.96,86.0,73.0,15.0,0.04,29.91
2016,9,14,3,2016-09-14,UA,ORD,"Chicago, IL",Illinois,EWR,"Newark, NJ",New Jersey,1255,-3.0,0.0,1200-1259,13.0,1600-1659,1.0,719.0,68.04,73.0,64.0,13.0,0.09,29.54
2016,9,21,3,2016-09-21,WN,SMF,"Sacramento, CA",California,LAX,"Los Angeles, CA",California,1455,5.0,0.0,1400-1459,10.0,1600-1659,1.0,373.0,67.54,83.0,58.0,16.0,,29.84
2016,9,22,4,2016-09-22,UA,DEN,"Denver, CO",Colorado,SEA,"Seattle, WA",Washington,804,-5.0,0.0,0800-0859,36.0,0900-0959,1.0,1024.0,,,,,,
2016,9,22,4,2016-09-22,UA,EWR,"Newark, NJ",New Jersey,SFO,"San Francisco, CA",California,1100,211.0,1.0,1100-1159,13.0,1300-1359,1.0,2565.0,73.5,84.0,62.0,10.0,,30.16
2016,9,25,7,2016-09-25,WN,LAS,"Las Vegas, NV",Nevada,DEN,"Denver, CO",Colorado,2040,3.0,0.0,2000-2059,8.0,2300-2359,1.0,628.0,,,,,,
2016,9,20,2,2016-09-20,UA,EWR,"Newark, NJ",New Jersey,CLE,"Cleveland, OH",Ohio,1905,-5.0,0.0,1900-1959,21.0,2000-2059,1.0,404.0,,,,,,
2016,9,9,5,2016-09-09,DL,MIA,"Miami, FL",Florida,LGA,"New York, NY",New York,730,-4.0,0.0,0700-0759,13.0,1000-1059,1.0,1096.0,,,,,,
2016,9,9,5,2016-09-09,DL,BOS,"Boston, MA",Massachusetts,DTW,"Detroit, MI",Michigan,1439,-4.0,0.0,1400-1459,23.0,1600-1659,1.0,632.0,,,,,,
2016,9,23,5,2016-09-23,EV,JAN,"Jackson/Vicksburg, MS",Mississippi,IAH,"Houston, TX",Texas,1855,-9.0,0.0,1800-1859,19.0,2000-2059,1.0,351.0,,,,,,
2016,9,26,1,2016-09-26,WN,DEN,"Denver, CO",Colorado,OKC,"Oklahoma City, OK",Oklahoma,1950,46.0,1.0,1900-1959,13.0,2200-2259,1.0,495.0,,,,,,
2016,9,10,6,2016-09-10,EV,ATL,"Atlanta, GA",Georgia,MOB,"Mobile, AL",Alabama,941,0.0,0.0,0900-0959,16.0,0900-0959,1.0,302.0,81.33,90.0,71.0,8.0,,29.06
2016,9,13,2,2016-09-13,DL,ORD,"Chicago, IL",Illinois,MSP,"Minneapolis, MN",Minnesota,1944,-5.0,0.0,1900-1959,29.0,2100-2159,1.0,334.0,72.68,84.0,66.0,13.0,,29.42
2016,9,7,3,2016-09-07,UA,EUG,"Eugene, OR",Oregon,DEN,"Denver, CO",Colorado,530,-1.0,0.0,0001-0559,16.0,0900-0959,1.0,996.0,,,,,,
2016,9,2,5,2016-09-02,EV,EWR,"Newark, NJ",New Jersey,STL,"St. Louis, MO",Missouri,1610,12.0,0.0,1600-1659,18.0,1700-1759,1.0,872.0,73.21,81.0,66.0,15.0,0.16,30.12
2016,9,5,1,2016-09-05,AA,CLT,"Charlotte, NC",North Carolina,ORD,"Chicago, IL",Illinois,935,71.0,1.0,0900-0959,12.0,1000-1059,1.0,599.0,,,,,,
2016,9,23,5,2016-09-23,AA,DFW,"Dallas/Fort Worth, TX",Texas,AUS,"Austin, TX",Texas,1050,23.0,1.0,1000-1059,20.0,1100-1159,1.0,190.0,85.04,93.0,78.0,17.0,,29.37
2016,9,21,3,2016-09-21,EV,ORF,"Norfolk, VA",Virginia,ORD,"Chicago, IL",Illinois,645,-7.0,0.0,0600-0659,18.0,0800-0859,1.0,717.0,,,,,,
2016,9,21,3,2016-09-21,UA,ORD,"Chicago, IL",Illinois,BUF,"Buffalo, NY",New York,1345,11.0,0.0,1300-1359,29.0,1600-1659,1.0,474.0,69.16,73.0,66.0,24.0,,29.52
2016,9,3,6,2016-09-03,WN,ATL,"Atlanta, GA",Georgia,FLL,"Fort Lauderdale, FL",Florida,910,-4.0,0.0,0900-0959,15.0,1100-1159,1.0,581.0,74.0,80.0,69.0,10.0,,29.02
2016,9,24,6,2016-09-24,HA,HNL,"Honolulu, HI",Hawaii,ITO,"Hilo, HI",Hawaii,1637,-1.0,0.0,1600-1659,17.0,1700-1759,1.0,216.0,,,,,,
2016,9,19,1,2016-09-19,AA,MSY,"New Orleans, LA",Louisiana,MIA,"Miami, FL",Florida,600,-3.0,0.0,0600-0659,10.0,0800-0859,1.0,675.0,,,,,,
2016,9,6,2,2016-09-06,OO,MSO,"Missoula, MT",Montana,DEN,"Denver, CO",Colorado,835,-3.0,0.0,0800-0859,12.0,1000-1059,1.0,679.0,,,,,,
2016,9,29,4,2016-09-29,DL,ORD,"Chicago, IL",Illinois,ATL,"Atlanta, GA",Georgia,1815,6.0,0.0,1800-1859,16.0,2100-2159,1.0,606.0,62.05,64.0,59.0,22.0,0.31,29.51
2016,9,12,1,2016-09-12,B6,SJU,"San Juan, PR",Puerto Rico,TPA,"Tampa, FL",Florida,1141,4.0,0.0,1100-1159,10.0,1400-1459,1.0,1237.0,,,,,,
2016,9,24,6,2016-09-24,WN,DAL,"Dallas, TX",Texas,DEN,"Denver, CO",Colorado,1840,36.0,1.0,1800-1859,9.0,1900-1959,1.0,651.0,,,,,,
2016,9,2,5,2016-09-02,UA,IAH,"Houston, TX",Texas,LAX,"Los Angeles, CA",California,1829,3.0,0.0,1800-1859,20.0,2000-2059,1.0,1379.0,,,,,,
2016,9,11,7,2016-09-11,EV,IAH,"Houston, TX",Texas,CRP,"Corpus Christi, TX",Texas,915,-11.0,0.0,0900-0959,10.0,1000-1059,1.0,201.0,80.17,90.0,72.0,10.0,,30.01
2016,9,5,1,2016-09-05,AA,RDU,"Raleigh/Durham, NC",North Carolina,MIA,"Miami, FL",Florida,1215,-3.0,0.0,1200-1259,14.0,1400-1459,1.0,700.0,,,,,,
2016,9,6,2,2016-09-06,DL,MSY,"New Orleans, LA",Louisiana,LAX,"Los Angeles, CA",California,1346,-1.0,0.0,1300-1359,10.0,1500-1559,1.0,1670.0,,,,,,
2016,9,26,1,2016-09-26,OO,DEN,"Denver, CO",Colorado,BIL,"Billings, MT",Montana,2210,-3.0,0.0,2200-2259,15.0,2300-2359,1.0,455.0,,,,,,
2016,9,19,1,2016-09-19,AA,ORD,"Chicago, IL",Illinois,DEN,"Denver, CO",Colorado,1200,-5.0,0.0,1200-1259,21.0,1300-1359,1.0,888.0,73.67,87.0,57.0,15.0,,29.36
2016,9,11,7,2016-09-11,AA,STT,"Charlotte Amalie, VI",U.S. Virgin Islands,MIA,"Miami, FL",Florida,1604,384.0,1.0,1600-1659,10.0,1900-1959,1.0,1107.0,,,,,,
2016,9,9,5,2016-09-09,OO,PHX,"Phoenix, AZ",Arizona,BFL,"Bakersfield, CA",California,1015,67.0,1.0,1000-1059,9.0,1100-1159,1.0,425.0,91.48,102.0,80.0,14.0,,28.75
2016,9,9,5,2016-09-09,OO,MRY,"Monterey, CA",California,LAX,"Los Angeles, CA",California,1050,-4.0,0.0,1000-1059,30.0,1200-1259,1.0,266.0,,,,,,
2016,9,14,3,2016-09-14,EV,MOB,"Mobile, AL",Alabama,IAH,"Houston, TX",Texas,1815,-16.0,0.0,1800-1859,12.0,1900-1959,1.0,427.0,,,,,,
2016,9,10,6,2016-09-10,F9,DEN,"Denver, CO",Colorado,SEA,"Seattle, WA",Washington,1505,-7.0,0.0,1500-1559,11.0,1700-1759,1.0,1024.0,,,,,,
2016,9,3,6,2016-09-03,DL,TPA,"Tampa, FL",Florida,MSP,"Minneapolis, MN",Minnesota,1157,28.0,1.0,1100-1159,14.0,1400-1459,1.0,1306.0,,,,,,
2016,9,22,4,2016-09-22,EV,ATL,"Atlanta, GA",Georgia,AGS,"Augusta, GA",Georgia,900,-4.0,0.0,0900-0959,19.0,0900-0959,1.0,143.0,80.12,88.0,71.0,13.0,,29.03
2016,9,21,3,2016-09-21,EV,EVV,"Evansville, IN",Indiana,ORD,"Chicago, IL",Illinois,642,142.0,1.0,0600-0659,,0800-0859,1.0,272.0,,,,,,
2016,9,1,4,2016-09-01,WN,DEN,"Denver, CO",Colorado,MKE,"Milwaukee, WI",Wisconsin,1155,24.0,1.0,1100-1159,10.0,1500-1559,1.0,896.0,,,,,,
2016,9,27,2,2016-09-27,DL,ATL,"Atlanta, GA",Georgia,CVG,"Cincinnati, OH",Kentucky,1636,1.0,0.0,1600-1659,38.0,1800-1859,1.0,373.0,76.93,88.0,70.0,23.0,,28.94
2016,9,7,3,2016-09-07,AS,CDV,"Cordova, AK",Alaska,ANC,"Anchorage, AK",Alaska,1323,-8.0,0.0,1300-1359,5.0,1400-1459,1.0,160.0,,,,,,
2016,9,12,1,2016-09-12,DL,LAS,"Las Vegas, NV",Nevada,SEA,"Seattle, WA",Washington,1830,-7.0,0.0,1800-1859,11.0,2100-2159,1.0,867.0,86.46,96.0,79.0,20.0,,27.55
2016,9,5,1,2016-09-05,UA,IAH,"Houston, TX",Texas,PHL,"Philadelphia, PA",Pennsylvania,1940,17.0,1.0,1900-1959,13.0,0001-0559,1.0,1325.0,,,,,,
2016,9,24,6,2016-09-24,OO,DEN,"Denver, CO",Colorado,SBA,"Santa Barbara, CA",California,1115,-4.0,0.0,1100-1159,21.0,1200-1259,1.0,916.0,,,,,,
2016,9,11,7,2016-09-11,AS,SEA,"Seattle, WA",Washington,SMF,"Sacramento, CA",California,1455,-8.0,0.0,1400-1459,15.0,1600-1659,1.0,605.0,,,,,,
2016,9,14,3,2016-09-14,UA,SFO,"San Francisco, CA",California,EWR,"Newark, NJ",New Jersey,715,-9.0,0.0,0700-0759,20.0,1500-1559,1.0,2565.0,63.92,73.0,57.0,20.0,,30.1
2016,9,24,6,2016-09-24,AA,LAS,"Las Vegas, NV",Nevada,LAX,"Los Angeles, CA",California,1150,-2.0,0.0,1100-1159,34.0,1300-1359,1.0,236.0,,,,,,
2016,9,3,6,2016-09-03,AA,LAX,"Los Angeles, CA",California,DFW,"Dallas/Fort Worth, TX",Texas,600,-3.0,0.0,0600-0659,12.0,1100-1159,1.0,1235.0,,,,,,
2016,9,16,5,2016-09-16,DL,DTW,"Detroit, MI",Michigan,SEA,"Seattle, WA",Washington,1218,-2.0,0.0,1200-1259,14.0,1400-1459,1.0,1927.0,66.83,76.0,54.0,10.0,,29.52
2016,9,16,5,2016-09-16,OO,BNA,"Nashville, TN",Tennessee,SLC,"Salt Lake City, UT",Utah,735,-3.0,0.0,0700-0759,14.0,1000-1059,1.0,1404.0,,,,,,
2016,9,24,6,2016-09-24,WN,HOU,"Houston, TX",Texas,DEN,"Denver, CO",Colorado,2115,-5.0,0.0,2100-2159,11.0,2200-2259,1.0,883.0,,,,,,
2016,9,21,3,2016-09-21,AA,IAD,"Washington, DC",Virginia,DFW,"Dallas/Fort Worth, TX",Texas,700,-1.0,0.0,0700-0759,15.0,0900-0959,1.0,1172.0,,,,,,
2016,9,26,1,2016-09-26,AA,ATL,"Atlanta, GA",Georgia,LGA,"New York, NY",New York,1655,3.0,0.0,1600-1659,23.0,1900-1959,1.0,762.0,78.92,88.0,71.0,10.0,,29.0
2016,9,13,2,2016-09-13,AA,LGA,"New York, NY",New York,DCA,"Washington, DC",Virginia,1900,-6.0,0.0,1900-1959,12.0,2000-2059,1.0,214.0,,,,,,
2016,9,16,5,2016-09-16,UA,SFO,"San Francisco, CA",California,LAS,"Las Vegas, NV",Nevada,930,-4.0,0.0,0900-0959,13.0,1100-1159,1.0,414.0,,,,,,
2016,9,19,1,2016-09-19,AA,PHX,"Phoenix, AZ",Arizona,SEA,"Seattle, WA",Washington,2005,-9.0,0.0,2000-2059,14.0,2300-2359,1.0,1107.0,,,,,,
2016,9,6,2,2016-09-06,B6,RIC,"Richmond, VA",Virginia,MCO,"Orlando, FL",Florida,754,-2.0,0.0,0700-0759,11.0,0900-0959,1.0,667.0,78.29,90.0,65.0,17.0,,29.95
2016,9,15,4,2016-09-15,AA,JFK,"New York, NY",New York,LAX,"Los Angeles, CA",California,1900,13.0,0.0,1900-1959,25.0,2200-2259,1.0,2475.0,67.5,74.0,62.0,17.0,0.43,30.29
2016,9,23,5,2016-09-23,DL,MEM,"Memphis, TN",Tennessee,ATL,"Atlanta, GA",Georgia,700,-6.0,0.0,0700-0759,11.0,0900-0959,1.0,332.0,,,,,,
2016,9,21,3,2016-09-21,EV,FAR,"Fargo, ND",North Dakota,ORD,"Chicago, IL",Illinois,1455,,,1400-1459,,1600-1659,1.0,557.0,,,,,,
2016,9,22,4,2016-09-22,WN,BWI,"Baltimore, MD",Maryland,DTW,"Detroit, MI",Michigan,1715,1.0,0.0,1700-1759,8.0,1800-1859,1.0,409.0,,,,,,
2016,9,14,3,2016-09-14,WN,SAT,"San Antonio, TX",Texas,MSY,"New Orleans, LA",Louisiana,1230,4.0,0.0,1200-1259,12.0,1300-1359,1.0,494.0,,,,,,
2016,9,17,6,2016-09-17,UA,SFO,"San Francisco, CA",California,LAS,"Las Vegas, NV",Nevada,2125,-4.0,0.0,2100-2159,11.0,2300-2359,1.0,414.0,,,,,,
2016,9,8,4,2016-09-08,AA,JFK,"New York, NY",New York,SEA,"Seattle, WA",Washington,1830,4.0,0.0,1800-1859,38.0,2100-2159,1.0,2422.0,,,,,,
2016,9,29,4,2016-09-29,AA,CLT,"Charlotte, NC",North Carolina,EWR,"Newark, NJ",New Jersey,1200,23.0,1.0,1200-1259,38.0,1300-1359,1.0,529.0,,,,,,
2016,9,5,1,2016-09-05,DL,LAS,"Las Vegas, NV",Nevada,SEA,"Seattle, WA",Washington,1459,-6.0,0.0,1400-1459,13.0,1700-1759,1.0,867.0,,,,,,
2016,9,22,4,2016-09-22,UA,EWR,"Newark, NJ",New Jersey,PDX,"Portland, OR",Oregon,1859,3.0,0.0,1800-1859,13.0,2100-2159,1.0,2434.0,73.5,84.0,62.0,10.0,,30.16
2016,9,8,4,2016-09-08,WN,MKE,"Milwaukee, WI",Wisconsin,BWI,"Baltimore, MD",Maryland,545,-2.0,0.0,0001-0559,9.0,0800-0859,1.0,641.0,,,,,,
2016,9,2,5,2016-09-02,EV,MKE,"Milwaukee, WI",Wisconsin,CLE,"Cleveland, OH",Ohio,1725,-10.0,0.0,1700-1759,6.0,1900-1959,1.0,328.0,,,,,,
2016,9,10,6,2016-09-10,WN,PHX,"Phoenix, AZ",Arizona,BUR,"Burbank, CA",California,1115,-6.0,0.0,1100-1159,17.0,1200-1259,1.0,369.0,93.57,104.0,82.0,10.0,,28.79
2016,9,26,1,2016-09-26,AA,CLT,"Charlotte, NC",North Carolina,ALB,"Albany, NY",New York,1154,33.0,1.0,1100-1159,23.0,1300-1359,1.0,646.0,,,,,,
2016,9,16,5,2016-09-16,AA,DSM,"Des Moines, IA",Iowa,PHX,"Phoenix, AZ",Arizona,1445,-7.0,0.0,1400-1459,11.0,1500-1559,1.0,1150.0,,,,,,
2016,9,27,2,2016-09-27,WN,MSP,"Minneapolis, MN",Minnesota,DEN,"Denver, CO",Colorado,850,-4.0,0.0,0800-0859,8.0,0900-0959,1.0,680.0,,,,,,
2016,9,20,2,2016-09-20,WN,MKE,"Milwaukee, WI",Wisconsin,LAS,"Las Vegas, NV",Nevada,1115,-2.0,0.0,1100-1159,9.0,1300-1359,1.0,1524.0,,,,,,
2016,9,5,1,2016-09-05,DL,SEA,"Seattle, WA",Washington,DEN,"Denver, CO",Colorado,1110,-5.0,0.0,1100-1159,22.0,1400-1459,1.0,1024.0,,,,,,
2016,9,29,4,2016-09-29,AS,DCA,"Washington, DC",Virginia,LAX,"Los Angeles, CA",California,915,-7.0,0.0,0900-0959,31.0,1100-1159,1.0,2311.0,,,,,,
2016,9,14,3,2016-09-14,AS,LAX,"Los Angeles, CA",California,SEA,"Seattle, WA",Washington,600,-11.0,0.0,0600-0659,17.0,0800-0859,1.0,954.0,,,,,,
2016,9,16,5,2016-09-16,UA,ORD,"Chicago, IL",Illinois,ATL,"Atlanta, GA",Georgia,1442,-1.0,0.0,1400-1459,14.0,1700-1759,1.0,606.0,73.88,82.0,66.0,20.0,,29.36
2016,9,28,3,2016-09-28,WN,SJC,"San Jose, CA",California,SAN,"San Diego, CA",California,1600,0.0,0.0,1600-1659,7.0,1700-1759,1.0,417.0,,,,,,
2016,9,1,4,2016-09-01,B6,JFK,"New York, NY",New York,BTV,"Burlington, VT",Vermont,910,-3.0,0.0,0900-0959,13.0,1000-1059,1.0,266.0,75.04,79.0,72.0,12.0,,29.94
2016,9,23,5,2016-09-23,AA,PHX,"Phoenix, AZ",Arizona,IAH,"Houston, TX",Texas,1856,-6.0,0.0,1800-1859,11.0,2300-2359,1.0,1009.0,,,,,,
2016,9,27,2,2016-09-27,WN,SDF,"Louisville, KY",Kentucky,BWI,"Baltimore, MD",Maryland,1620,-4.0,0.0,1600-1659,6.0,1700-1759,1.0,495.0,,,,,,
2016,9,17,6,2016-09-17,DL,ATL,"Atlanta, GA",Georgia,BOS,"Boston, MA",Massachusetts,2212,-3.0,0.0,2200-2259,9.0,0001-0559,1.0,946.0,,,,,,
2016,9,29,4,2016-09-29,AA,PHX,"Phoenix, AZ",Arizona,SEA,"Seattle, WA",Washington,1358,-3.0,0.0,1300-1359,17.0,1600-1659,1.0,1107.0,,,,,,
2016,9,2,5,2016-09-02,EV,LGA,"New York, NY",New York,PIT,"Pittsburgh, PA",Pennsylvania,1315,13.0,0.0,1300-1359,64.0,1400-1459,1.0,335.0,,,,,,
2016,9,8,4,2016-09-08,AA,ORD,"Chicago, IL",Illinois,RSW,"Fort Myers, FL",Florida,845,-6.0,0.0,0800-0859,10.0,1200-1259,1.0,1120.0,75.19,81.0,71.0,15.0,0.44,29.23
2016,9,24,6,2016-09-24,UA,EWR,"Newark, NJ",New Jersey,MIA,"Miami, FL",Florida,730,-3.0,0.0,0700-0759,14.0,1000-1059,1.0,1085.0,63.84,72.0,58.0,21.0,0.45,30.13
2016,9,15,4,2016-09-15,EV,DFW,"Dallas/Fort Worth, TX",Texas,TYS,"Knoxville, TN",Tennessee,1835,-2.0,0.0,1800-1859,41.0,2100-2159,1.0,771.0,,,,,,
2016,9,28,3,2016-09-28,DL,MCI,"Kansas City, MO",Missouri,MSP,"Minneapolis, MN",Minnesota,1730,-7.0,0.0,1700-1759,22.0,1800-1859,1.0,393.0,59.08,66.0,51.0,16.0,,29.17
2016,9,12,1,2016-09-12,WN,PHX,"Phoenix, AZ",Arizona,SAN,"San Diego, CA",California,750,-1.0,0.0,0700-0759,13.0,0900-0959,1.0,304.0,90.44,98.0,83.0,16.0,,28.71
2016,9,6,2,2016-09-06,EV,DFW,"Dallas/Fort Worth, TX",Texas,SAF,"Santa Fe, NM",New Mexico,925,-8.0,0.0,0900-0959,21.0,1000-1059,1.0,551.0,,,,,,
2016,9,26,1,2016-09-26,DL,CVG,"Cincinnati, OH",Kentucky,ATL,"Atlanta, GA",Georgia,600,-3.0,0.0,0600-0659,11.0,0700-0759,1.0,373.0,,,,,,
2016,9,28,3,2016-09-28,OO,FLG,"Flagstaff, AZ",Arizona,PHX,"Phoenix, AZ",Arizona,1500,-1.0,0.0,1500-1559,20.0,1500-1559,1.0,119.0,,,,,,
2016,9,22,4,2016-09-22,UA,ORD,"Chicago, IL",Illinois,SFO,"San Francisco, CA",California,910,36.0,1.0,0900-0959,24.0,1100-1159,1.0,1846.0,73.17,81.0,65.0,9.0,0.55,29.38
2016,9,26,1,2016-09-26,OO,IAH,"Houston, TX",Texas,ABQ,"Albuquerque, NM",New Mexico,2115,9.0,0.0,2100-2159,20.0,2200-2259,1.0,744.0,,,,,,
2016,9,26,1,2016-09-26,AA,BDL,"Hartford, CT",Connecticut,ORD,"Chicago, IL",Illinois,730,17.0,1.0,0700-0759,12.0,0900-0959,1.0,783.0,,,,,,
2016,9,13,2,2016-09-13,OO,ORD,"Chicago, IL",Illinois,LEX,"Lexington, KY",Kentucky,1505,-7.0,0.0,1500-1559,17.0,1700-1759,1.0,323.0,72.68,84.0,66.0,13.0,,29.42
2016,9,29,4,2016-09-29,WN,CLE,"Cleveland, OH",Ohio,MDW,"Chicago, IL",Illinois,1335,4.0,0.0,1300-1359,14.0,1300-1359,1.0,307.0,61.84,68.0,58.0,17.0,0.31,29.34
2016,9,24,6,2016-09-24,B6,SMF,"Sacramento, CA",California,JFK,"New York, NY",New York,2310,39.0,1.0,2300-2359,11.0,0700-0759,1.0,2521.0,,,,,,
2016,9,13,2,2016-09-13,OO,ATW,"Appleton, WI",Wisconsin,DTW,"Detroit, MI",Michigan,1434,23.0,1.0,1400-1459,14.0,1700-1759,1.0,296.0,,,,,,
2016,9,5,1,2016-09-05,AA,BNA,"Nashville, TN",Tennessee,DFW,"Dallas/Fort Worth, TX",Texas,600,-7.0,0.0,0600-0659,11.0,0800-0859,1.0,631.0,,,,,,
2016,9,20,2,2016-09-20,EV,EWR,"Newark, NJ",New Jersey,BUF,"Buffalo, NY",New York,1340,-3.0,0.0,1300-1359,27.0,1400-1459,1.0,282.0,,,,,,
2016,9,8,4,2016-09-08,WN,BWI,"Baltimore, MD",Maryland,GRR,"Grand Rapids, MI",Michigan,2225,-2.0,0.0,2200-2259,26.0,0001-0559,1.0,528.0,,,,,,
2016,9,6,2,2016-09-06,F9,SAT,"San Antonio, TX",Texas,LAS,"Las Vegas, NV",Nevada,2330,6.0,0.0,2300-2359,19.0,0001-0559,1.0,1069.0,,,,,,
2016,9,26,1,2016-09-26,AA,LAX,"Los Angeles, CA",California,IAD,"Washington, DC",Virginia,2230,-3.0,0.0,2200-2259,19.0,0600-0659,1.0,2288.0,85.08,100.0,71.0,17.0,,29.82
2016,9,19,1,2016-09-19,WN,ONT,"Ontario, CA",California,SMF,"Sacramento, CA",California,2030,5.0,0.0,2000-2059,7.0,2100-2159,1.0,390.0,80.0,99.0,68.0,18.0,,29.02
2016,9,13,2,2016-09-13,WN,MDW,"Chicago, IL",Illinois,BNA,"Nashville, TN",Tennessee,1225,12.0,0.0,1200-1259,13.0,1300-1359,1.0,395.0,74.68,86.0,65.0,16.0,,29.47
2016,9,1,4,2016-09-01,EV,DTW,"Detroit, MI",Michigan,DFW,"Dallas/Fort Worth, TX",Texas,1735,0.0,0.0,1700-1759,12.0,1900-1959,1.0,986.0,67.12,74.0,62.0,16.0,,29.52
2016,9,22,4,2016-09-22,AA,CLT,"Charlotte, NC",North Carolina,AUS,"Austin, TX",Texas,1449,-3.0,0.0,1400-1459,14.0,1600-1659,1.0,1032.0,,,,,,
2016,9,21,3,2016-09-21,AA,OKC,"Oklahoma City, OK",Oklahoma,DFW,"Dallas/Fort Worth, TX",Texas,1425,16.0,1.0,1400-1459,17.0,1500-1559,1.0,175.0,,,,,,
2016,9,13,2,2016-09-13,AA,MIA,"Miami, FL",Florida,SJU,"San Juan, PR",Puerto Rico,705,19.0,1.0,0700-0759,16.0,0900-0959,1.0,1045.0,,,,,,
2016,9,24,6,2016-09-24,AS,SIT,"Sitka, AK",Alaska,JNU,"Juneau, AK",Alaska,600,-12.0,0.0,0600-0659,23.0,0600-0659,1.0,95.0,,,,,,
